shapeName,shapeISO,shapeID,shapeGroup,shapeType,CNTRY_NAME,ADMIN_NAME,CNTRY_CODE,IPUM2015,MUNI2015,PARENT
Guerrero,None,MEX-ADM2-1590546715-B245,MEX,ADM2,Mexico,Guerrero,484,008031,8031,008
Cuauht�moc,None,MEX-ADM2-1590546715-B246,MEX,ADM2,Mexico,Cuauhtémoc,484,008017,8017,008
Ocampo,None,MEX-ADM2-1590546715-B247,MEX,ADM2,Mexico,Ocampo,484,008051,8051,008
Ch�nipas,None,MEX-ADM2-1590546715-B248,MEX,ADM2,Mexico,Chínipas,484,008020,8020,008
Huejotit�n,None,MEX-ADM2-1590546715-B249,MEX,ADM2,Mexico,Huejotitán,484,008033,8033,008
Praxedis G. Guerrero,None,MEX-ADM2-1590546715-B250,MEX,ADM2,Mexico,Praxedis G. Guerrero,484,008053,8053,008
Santa B�rbara,None,MEX-ADM2-1590546715-B251,MEX,ADM2,Mexico,Santa Bárbara,484,008060,8060,008
San Francisco de Borja,None,MEX-ADM2-1590546715-B252,MEX,ADM2,Mexico,San Francisco de Borja,484,008057,8057,008
Meoqui,None,MEX-ADM2-1590546715-B253,MEX,ADM2,Mexico,Meoqui,484,008045,8045,008
Galeana,None,MEX-ADM2-1590546715-B254,MEX,ADM2,Mexico,Galeana,484,008023,8023,008
G�mez Far�as,None,MEX-ADM2-1590546715-B255,MEX,ADM2,Mexico,Gómez Farías,484,008025,8025,008
Manuel Benavides,None,MEX-ADM2-1590546715-B256,MEX,ADM2,Mexico,Manuel Benavides,484,008042,8042,008
Ascensi�n,None,MEX-ADM2-1590546715-B257,MEX,ADM2,Mexico,Ascensión,484,008005,8005,008
San Francisco del Oro,None,MEX-ADM2-1590546715-B258,MEX,ADM2,Mexico,San Francisco del Oro,484,008059,8059,008
Ju�rez,None,MEX-ADM2-1590546715-B259,MEX,ADM2,Mexico,Juárez,484,008037,8037,008
Madera,None,MEX-ADM2-1590546715-B260,MEX,ADM2,Mexico,Madera,484,008040,8040,008
Gran Morelos,None,MEX-ADM2-1590546715-B261,MEX,ADM2,Mexico,Gran Morelos,484,008026,8026,008
L�pez,None,MEX-ADM2-1590546715-B262,MEX,ADM2,Mexico,López,484,008039,8039,008
Santa Isabel,None,MEX-ADM2-1590546715-B263,MEX,ADM2,Mexico,Santa Isabel,484,008024,8024,008
Bach�niva,None,MEX-ADM2-1590546715-B264,MEX,ADM2,Mexico,Bachíniva,484,008006,8006,008
Cusihuiriachi,None,MEX-ADM2-1590546715-B265,MEX,ADM2,Mexico,Cusihuiriachi,484,008018,8018,008
�lvaro Obreg�n,None,MEX-ADM2-1590546715-B266,MEX,ADM2,Mexico,Álvaro Obregón,484,009010,9010,009
Tlalpan,None,MEX-ADM2-1590546715-B267,MEX,ADM2,Mexico,Tlalpan,484,009012,9012,009
Cuauht�moc,None,MEX-ADM2-1590546715-B268,MEX,ADM2,Mexico,Cuauhtémoc,484,009015,9015,009
Venustiano Carranza,None,MEX-ADM2-1590546715-B269,MEX,ADM2,Mexico,Venustiano Carranza,484,009017,9017,009
Tl�huac,None,MEX-ADM2-1590546715-B270,MEX,ADM2,Mexico,Tláhuac,484,009011,9011,009
Azcapotzalco,None,MEX-ADM2-1590546715-B271,MEX,ADM2,Mexico,Azcapotzalco,484,009002,9002,009
Coyoac�n,None,MEX-ADM2-1590546715-B272,MEX,ADM2,Mexico,Coyoacán,484,009003,9003,009
Xochimilco,None,MEX-ADM2-1590546715-B273,MEX,ADM2,Mexico,Xochimilco,484,009013,9013,009
Cuajimalpa de Morelos,None,MEX-ADM2-1590546715-B274,MEX,ADM2,Mexico,Cuajimalpa de Morelos,484,009004,9004,009
Miguel Hidalgo,None,MEX-ADM2-1590546715-B275,MEX,ADM2,Mexico,Miguel Hidalgo,484,009016,9016,009
La Magdalena Contreras,None,MEX-ADM2-1590546715-B276,MEX,ADM2,Mexico,La Magdalena Contreras,484,009008,9008,009
Iztapalapa,None,MEX-ADM2-1590546715-B277,MEX,ADM2,Mexico,Iztapalapa,484,009007,9007,009
Iztacalco,None,MEX-ADM2-1590546715-B278,MEX,ADM2,Mexico,Iztacalco,484,009006,9006,009
Milpa Alta,None,MEX-ADM2-1590546715-B279,MEX,ADM2,Mexico,Milpa Alta,484,009009,9009,009
Benito Ju�rez,None,MEX-ADM2-1590546715-B280,MEX,ADM2,Mexico,Benito Juárez,484,009014,9014,009
El Oro,None,MEX-ADM2-1590546715-B281,MEX,ADM2,Mexico,El Oro,484,010018,10018,010
Pueblo Nuevo,None,MEX-ADM2-1590546715-B282,MEX,ADM2,Mexico,Pueblo Nuevo,484,010023,10023,010
Topia,None,MEX-ADM2-1590546715-B283,MEX,ADM2,Mexico,Topia,484,010037,10037,010
Guanacev�,None,MEX-ADM2-1590546715-B284,MEX,ADM2,Mexico,Guanaceví,484,010009,10009,010
Mezquital,None,MEX-ADM2-1590546715-B285,MEX,ADM2,Mexico,Mezquital,484,010014,10014,010
Durango,None,MEX-ADM2-1590546715-B286,MEX,ADM2,Mexico,Durango,484,010005,10005,010
Tamazula,None,MEX-ADM2-1590546715-B287,MEX,ADM2,Mexico,Tamazula,484,010034,10034,010
Tlahualilo,None,MEX-ADM2-1590546715-B288,MEX,ADM2,Mexico,Tlahualilo,484,010036,10036,010
Ocampo,None,MEX-ADM2-1590546715-B289,MEX,ADM2,Mexico,Ocampo,484,010017,10017,010
Santiago Papasquiaro,None,MEX-ADM2-1590546715-B290,MEX,ADM2,Mexico,Santiago Papasquiaro,484,010032,10032,010
Vicente Guerrero,None,MEX-ADM2-1590546715-B291,MEX,ADM2,Mexico,Vicente Guerrero,484,010038,10038,010
San Bernardo,None,MEX-ADM2-1590546715-B292,MEX,ADM2,Mexico,San Bernardo,484,010025,10025,010
Hidalgo,None,MEX-ADM2-1590546715-B293,MEX,ADM2,Mexico,Hidalgo,484,010010,10010,010
Ot�ez,None,MEX-ADM2-1590546715-B294,MEX,ADM2,Mexico,Otáez,484,010019,10019,010
General Sim�n Bol�var,None,MEX-ADM2-1590546715-B295,MEX,ADM2,Mexico,General Simón Bolívar,484,010006,10006,010
San Dimas,None,MEX-ADM2-1590546715-B296,MEX,ADM2,Mexico,San Dimas,484,010026,10026,010
S�chil,None,MEX-ADM2-1590546715-B297,MEX,ADM2,Mexico,Súchil,484,010033,10033,010
Tepehuanes,None,MEX-ADM2-1590546715-B298,MEX,ADM2,Mexico,Tepehuanes,484,010035,10035,010
Nombre de Dios,None,MEX-ADM2-1590546715-B299,MEX,ADM2,Mexico,Nombre de Dios,484,010016,10016,010
P�nuco de Coronado,None,MEX-ADM2-1590546715-B300,MEX,ADM2,Mexico,Pánuco de Coronado,484,010020,10020,010
Ind�,None,MEX-ADM2-1590546715-B301,MEX,ADM2,Mexico,Indé,484,010011,10011,010
Rodeo,None,MEX-ADM2-1590546715-B302,MEX,ADM2,Mexico,Rodeo,484,010024,10024,010
Guadalupe Victoria,None,MEX-ADM2-1590546715-B303,MEX,ADM2,Mexico,Guadalupe Victoria,484,010008,10008,010
Mapim�,None,MEX-ADM2-1590546715-B304,MEX,ADM2,Mexico,Mapimí,484,010013,10013,010
Lerdo,None,MEX-ADM2-1590546715-B305,MEX,ADM2,Mexico,Lerdo,484,010012,10012,010
Santa Clara,None,MEX-ADM2-1590546715-B306,MEX,ADM2,Mexico,Santa Clara,484,010031,10031,010
San Luis del Cordero,None,MEX-ADM2-1590546715-B307,MEX,ADM2,Mexico,San Luis del Cordero,484,010029,10029,010
Cuencam�,None,MEX-ADM2-1590546715-B308,MEX,ADM2,Mexico,Cuencamé,484,010004,10004,010
Pe��n Blanco,None,MEX-ADM2-1590546715-B309,MEX,ADM2,Mexico,Peñón Blanco,484,010021,10021,010
San Juan del R�o,None,MEX-ADM2-1590546715-B310,MEX,ADM2,Mexico,San Juan del Río,484,010028,10028,010
San Pedro del Gallo,None,MEX-ADM2-1590546715-B311,MEX,ADM2,Mexico,San Pedro del Gallo,484,010030,10030,010
Nazas,None,MEX-ADM2-1590546715-B312,MEX,ADM2,Mexico,Nazas,484,010015,10015,010
Canelas,None,MEX-ADM2-1590546715-B313,MEX,ADM2,Mexico,Canelas,484,010002,10002,010
G�mez Palacio,None,MEX-ADM2-1590546715-B314,MEX,ADM2,Mexico,Gómez Palacio,484,010007,10007,010
San Juan de Guadalupe,None,MEX-ADM2-1590546715-B315,MEX,ADM2,Mexico,San Juan de Guadalupe,484,010027,10027,010
Poanas,None,MEX-ADM2-1590546715-B316,MEX,ADM2,Mexico,Poanas,484,010022,10022,010
Nuevo Ideal,None,MEX-ADM2-1590546715-B317,MEX,ADM2,Mexico,Nuevo Ideal,484,010039,10039,010
Canatl�n,None,MEX-ADM2-1590546715-B318,MEX,ADM2,Mexico,Canatlán,484,010001,10001,010
Coneto de Comonfort,None,MEX-ADM2-1590546715-B319,MEX,ADM2,Mexico,Coneto de Comonfort,484,010003,10003,010
Salamanca,None,MEX-ADM2-1590546715-B320,MEX,ADM2,Mexico,Salamanca,484,011027,11027,011
San Francisco del Rinc�n,None,MEX-ADM2-1590546715-B321,MEX,ADM2,Mexico,San Francisco del Rincón,484,011031,11031,011
Tierra Blanca,None,MEX-ADM2-1590546715-B322,MEX,ADM2,Mexico,Tierra Blanca,484,011040,11040,011
Dolores Hidalgo Cuna de la In*,None,MEX-ADM2-1590546715-B323,MEX,ADM2,Mexico,Dolores Hidalgo Cuna de la Independencia Nacional,484,011014,11014,011
Cortazar,None,MEX-ADM2-1590546715-B324,MEX,ADM2,Mexico,Cortazar,484,011011,11011,011
Pueblo Nuevo,None,MEX-ADM2-1590546715-B325,MEX,ADM2,Mexico,Pueblo Nuevo,484,011024,11024,011
Salvatierra,None,MEX-ADM2-1590546715-B326,MEX,ADM2,Mexico,Salvatierra,484,011028,11028,011
Silao de la Victoria,None,MEX-ADM2-1590546715-B327,MEX,ADM2,Mexico,Silao de la Victoria,484,011037,11037,011
Huan�maro,None,MEX-ADM2-1590546715-B328,MEX,ADM2,Mexico,Huanímaro,484,011016,11016,011
P�njamo,None,MEX-ADM2-1590546715-B329,MEX,ADM2,Mexico,Pénjamo,484,011023,11023,011
Ac�mbaro,None,MEX-ADM2-1590546715-B330,MEX,ADM2,Mexico,Acámbaro,484,011002,11002,011
Santa Cruz de Juventino Rosas,None,MEX-ADM2-1590546715-B331,MEX,ADM2,Mexico,Santa Cruz de Juventino Rosas,484,011035,11035,011
Santa Catarina,None,MEX-ADM2-1590546715-B332,MEX,ADM2,Mexico,Santa Catarina,484,011034,11034,011
Tarimoro,None,MEX-ADM2-1590546715-B333,MEX,ADM2,Mexico,Tarimoro,484,011039,11039,011
Romita,None,MEX-ADM2-1590546715-B334,MEX,ADM2,Mexico,Romita,484,011026,11026,011
Uriangato,None,MEX-ADM2-1590546715-B335,MEX,ADM2,Mexico,Uriangato,484,011041,11041,011
Jer�cuaro,None,MEX-ADM2-1590546715-B336,MEX,ADM2,Mexico,Jerécuaro,484,011019,11019,011
Xich�,None,MEX-ADM2-1590546715-B337,MEX,ADM2,Mexico,Xichú,484,011045,11045,011
Apaseo el Grande,None,MEX-ADM2-1590546715-B338,MEX,ADM2,Mexico,Apaseo el Grande,484,011005,11005,011
Pur�sima del Rinc�n,None,MEX-ADM2-1590546715-B339,MEX,ADM2,Mexico,Purísima del Rincón,484,011025,11025,011
Atarjea,None,MEX-ADM2-1590546715-B340,MEX,ADM2,Mexico,Atarjea,484,011006,11006,011
Jaral del Progreso,None,MEX-ADM2-1590546715-B341,MEX,ADM2,Mexico,Jaral del Progreso,484,011018,11018,011
Comonfort,None,MEX-ADM2-1590546715-B342,MEX,ADM2,Mexico,Comonfort,484,011009,11009,011
Tarandacuao,None,MEX-ADM2-1590546715-B343,MEX,ADM2,Mexico,Tarandacuao,484,011038,11038,011
Santiago Maravat�o,None,MEX-ADM2-1590546715-B344,MEX,ADM2,Mexico,Santiago Maravatío,484,011036,11036,011
Irapuato,None,MEX-ADM2-1590546715-B345,MEX,ADM2,Mexico,Irapuato,484,011017,11017,011
Le�n,None,MEX-ADM2-1590546715-B346,MEX,ADM2,Mexico,León,484,011020,11020,011
Apaseo el Alto,None,MEX-ADM2-1590546715-B347,MEX,ADM2,Mexico,Apaseo el Alto,484,011004,11004,011
San Felipe,None,MEX-ADM2-1590546715-B348,MEX,ADM2,Mexico,San Felipe,484,011030,11030,011
Celaya,None,MEX-ADM2-1590546715-B349,MEX,ADM2,Mexico,Celaya,484,011007,11007,011
San Jos� Iturbide,None,MEX-ADM2-1590546715-B350,MEX,ADM2,Mexico,San José Iturbide,484,011032,11032,011
Cuer�maro,None,MEX-ADM2-1590546715-B351,MEX,ADM2,Mexico,Cuerámaro,484,011012,11012,011
Yuriria,None,MEX-ADM2-1590546715-B352,MEX,ADM2,Mexico,Yuriria,484,011046,11046,011
Ocampo,None,MEX-ADM2-1590546715-B353,MEX,ADM2,Mexico,Ocampo,484,011022,11022,011
Valle de Santiago,None,MEX-ADM2-1590546715-B354,MEX,ADM2,Mexico,Valle de Santiago,484,011042,11042,011
Morole�n,None,MEX-ADM2-1590546715-B355,MEX,ADM2,Mexico,Moroleón,484,011021,11021,011
Manuel Doblado,None,MEX-ADM2-1590546715-B356,MEX,ADM2,Mexico,Manuel Doblado,484,011008,11008,011
Doctor Mora,None,MEX-ADM2-1590546715-B357,MEX,ADM2,Mexico,Doctor Mora,484,011013,11013,011
Coroneo,None,MEX-ADM2-1590546715-B358,MEX,ADM2,Mexico,Coroneo,484,011010,11010,011
San Luis de la Paz,None,MEX-ADM2-1590546715-B359,MEX,ADM2,Mexico,San Luis de la Paz,484,011033,11033,011
San Diego de la Uni�n,None,MEX-ADM2-1590546715-B360,MEX,ADM2,Mexico,San Diego de la Unión,484,011029,11029,011
Villagr�n,None,MEX-ADM2-1590546715-B361,MEX,ADM2,Mexico,Villagrán,484,011044,11044,011
San Miguel de Allende,None,MEX-ADM2-1590546715-B362,MEX,ADM2,Mexico,San Miguel de Allende,484,011003,11003,011
Victoria,None,MEX-ADM2-1590546715-B363,MEX,ADM2,Mexico,Victoria,484,011043,11043,011
Abasolo,None,MEX-ADM2-1590546715-B364,MEX,ADM2,Mexico,Abasolo,484,011001,11001,011
Guanajuato,None,MEX-ADM2-1590546715-B365,MEX,ADM2,Mexico,Guanajuato,484,011015,11015,011
Coyuca de Ben�tez,None,MEX-ADM2-1590546715-B366,MEX,ADM2,Mexico,Coyuca de Benítez,484,012021,12021,012
Teloloapan,None,MEX-ADM2-1590546715-B367,MEX,ADM2,Mexico,Teloloapan,484,012058,12058,012
Florencio Villarreal,None,MEX-ADM2-1590546715-B368,MEX,ADM2,Mexico,Florencio Villarreal,484,012030,12030,012
Iguala de la Independencia,None,MEX-ADM2-1590546715-B369,MEX,ADM2,Mexico,Cocula,484,012017,12017,012
Buenavista de Cu�llar,None,MEX-ADM2-1590546715-B370,MEX,ADM2,Mexico,Buenavista de Cuéllar,484,012015,12015,012
Ajuchitl�n del Progreso,None,MEX-ADM2-1590546715-B371,MEX,ADM2,Mexico,Ajuchitlán del Progreso,484,012003,12003,012
Zapotitl�n Tablas,None,MEX-ADM2-1590546715-B372,MEX,ADM2,Mexico,Zapotitlán Tablas,484,012072,12072,012
Tepecoacuilco de Trujano,None,MEX-ADM2-1590546715-B373,MEX,ADM2,Mexico,Tepecoacuilco de Trujano,484,012059,12059,012
Coyuca de Catal�n,None,MEX-ADM2-1590546715-B374,MEX,ADM2,Mexico,Coyuca de Catalán,484,012022,12022,012
Zitlala,None,MEX-ADM2-1590546715-B375,MEX,ADM2,Mexico,Zitlala,484,012074,12074,012
Zir�ndaro,None,MEX-ADM2-1590546715-B376,MEX,ADM2,Mexico,Zirándaro,484,012073,12073,012
Leonardo Bravo,None,MEX-ADM2-1590546715-B377,MEX,ADM2,Mexico,Leonardo Bravo,484,012040,12040,012
Acatepec,None,MEX-ADM2-1590546715-B378,MEX,ADM2,Mexico,Acatepec,484,012076,12076,012
Tlapa de Comonfort,None,MEX-ADM2-1590546715-B379,MEX,ADM2,Mexico,Tlapa de Comonfort,484,012066,12066,012
Pedro Ascencio Alquisiras,None,MEX-ADM2-1590546715-B380,MEX,ADM2,Mexico,Pedro Ascencio Alquisiras,484,012047,12047,012
San Luis Acatl�n,None,MEX-ADM2-1590546715-B381,MEX,ADM2,Mexico,San Luis Acatlán,484,012052,12052,012
Cocula,None,MEX-ADM2-1590546715-B382,MEX,ADM2,Mexico,Cocula,484,012017,12017,012
Arcelia,None,MEX-ADM2-1590546715-B383,MEX,ADM2,Mexico,Arcelia,484,012007,12007,012
Xalpatl�huac,None,MEX-ADM2-1590546715-B384,MEX,ADM2,Mexico,Tlapa de Comonfort,484,012066,12066,012
Malinaltepec,None,MEX-ADM2-1590546715-B385,MEX,ADM2,Mexico,Malinaltepec,484,012041,12041,012
Petatl�n,None,MEX-ADM2-1590546715-B386,MEX,ADM2,Mexico,Petatlán,484,012048,12048,012
Olinal�,None,MEX-ADM2-1590546715-B387,MEX,ADM2,Mexico,Olinalá,484,012045,12045,012
La Uni�n de Isidoro Montes de,None,MEX-ADM2-1590546715-B388,MEX,ADM2,Mexico,La Unión de Isidoro Montes de Oca,484,012068,12068,012
Atenango del R�o,None,MEX-ADM2-1590546715-B389,MEX,ADM2,Mexico,Atenango del Río,484,012008,12008,012
Cutzamala de Pinz�n,None,MEX-ADM2-1590546715-B390,MEX,ADM2,Mexico,Cutzamala de Pinzón,484,012027,12027,012
Ahuacuotzingo,None,MEX-ADM2-1590546715-B391,MEX,ADM2,Mexico,Ahuacuotzingo,484,012002,12002,012
Tlacoachistlahuaca,None,MEX-ADM2-1590546715-B392,MEX,ADM2,Mexico,Tlacoachistlahuaca,484,012062,12062,012
Copalillo,None,MEX-ADM2-1590546715-B393,MEX,ADM2,Mexico,Copalillo,484,012019,12019,012
Xochistlahuaca,None,MEX-ADM2-1590546715-B394,MEX,ADM2,Mexico,Tlacoachistlahuaca,484,012062,12062,012
Metlat�noc,None,MEX-ADM2-1590546715-B395,MEX,ADM2,Mexico,Cochoapa el Grande,484,012078,12078,012
San Miguel Totolapan,None,MEX-ADM2-1590546715-B396,MEX,ADM2,Mexico,San Miguel Totolapan,484,012054,12054,012
T�cpan de Galeana,None,MEX-ADM2-1590546715-B397,MEX,ADM2,Mexico,Técpan de Galeana,484,012057,12057,012
Tlacoapa,None,MEX-ADM2-1590546715-B398,MEX,ADM2,Mexico,Tlacoapa,484,012063,12063,012
Xochihuehuetl�n,None,MEX-ADM2-1590546715-B399,MEX,ADM2,Mexico,Huamuxtitlán,484,012033,12033,012
Chilapa de �lvarez,None,MEX-ADM2-1590546715-B400,MEX,ADM2,Mexico,Chilapa de Álvarez,484,012028,12028,012
Alpoyeca,None,MEX-ADM2-1590546715-B401,MEX,ADM2,Mexico,Alpoyeca,484,012005,12005,012
Juchit�n,None,MEX-ADM2-1590546715-B402,MEX,ADM2,Mexico,Juchitán,484,012080,12080,012
Tlapehuala,None,MEX-ADM2-1590546715-B403,MEX,ADM2,Mexico,Tlapehuala,484,012067,12067,012
Cual�c,None,MEX-ADM2-1590546715-B404,MEX,ADM2,Mexico,Cualác,484,012024,12024,012
Tlalixtaquilla de Maldonado,None,MEX-ADM2-1590546715-B405,MEX,ADM2,Mexico,Tlalixtaquilla de Maldonado,484,012065,12065,012
Huamuxtitl�n,None,MEX-ADM2-1590546715-B406,MEX,ADM2,Mexico,Huamuxtitlán,484,012033,12033,012
Ayutla de los Libres,None,MEX-ADM2-1590546715-B407,MEX,ADM2,Mexico,Ayutla de los Libres,484,012012,12012,012
Apaxtla,None,MEX-ADM2-1590546715-B408,MEX,ADM2,Mexico,Apaxtla,484,012006,12006,012
Alcozauca de Guerrero,None,MEX-ADM2-1590546715-B409,MEX,ADM2,Mexico,Alcozauca de Guerrero,484,012004,12004,012
Chilpancingo de los Bravo,None,MEX-ADM2-1590546715-B410,MEX,ADM2,Mexico,Chilpancingo de los Bravo,484,012029,12029,012
General Heliodoro Castillo,None,MEX-ADM2-1590546715-B411,MEX,ADM2,Mexico,General Heliodoro Castillo,484,012032,12032,012
Cuetzala del Progreso,None,MEX-ADM2-1590546715-B412,MEX,ADM2,Mexico,Cuetzala del Progreso,484,012026,12026,012
Huitzuco de los Figueroa,None,MEX-ADM2-1590546715-B413,MEX,ADM2,Mexico,Huitzuco de los Figueroa,484,012034,12034,012
Pungarabato,None,MEX-ADM2-1590546715-B414,MEX,ADM2,Mexico,Pungarabato,484,012050,12050,012
Eduardo Neri,None,MEX-ADM2-1590546715-B415,MEX,ADM2,Mexico,Eduardo Neri,484,012075,12075,012
Quechultenango,None,MEX-ADM2-1590546715-B416,MEX,ADM2,Mexico,Quechultenango,484,012051,12051,012
Tlalchapa,None,MEX-ADM2-1590546715-B417,MEX,ADM2,Mexico,Tlalchapa,484,012064,12064,012
Atlamajalcingo del Monte,None,MEX-ADM2-1590546715-B418,MEX,ADM2,Mexico,Atlamajalcingo del Monte,484,012009,12009,012
Coahuayutla de Jos� Mar�a Iz,None,MEX-ADM2-1590546715-B419,MEX,ADM2,Mexico,Coahuayutla de José María Izazaga,484,012016,12016,012
Atlixtac,None,MEX-ADM2-1590546715-B420,MEX,ADM2,Mexico,Atlixtac,484,012010,12010,012
M�rtir de Cuilapan,None,MEX-ADM2-1590546715-B421,MEX,ADM2,Mexico,Mártir de Cuilapan,484,012042,12042,012
Tixtla de Guerrero,None,MEX-ADM2-1590546715-B422,MEX,ADM2,Mexico,Tixtla de Guerrero,484,012061,12061,012
Azoy�,None,MEX-ADM2-1590546715-B423,MEX,ADM2,Mexico,Azoyú,484,012013,12013,012
Tetipac,None,MEX-ADM2-1590546715-B424,MEX,ADM2,Mexico,Tetipac,484,012060,12060,012
Marquelia,None,MEX-ADM2-1590546715-B425,MEX,ADM2,Mexico,Juchitán,484,012080,12080,012
Juan R. Escudero,None,MEX-ADM2-1590546715-B426,MEX,ADM2,Mexico,Juan R. Escudero,484,012039,12039,012
Ixcateopan de Cuauht�moc,None,MEX-ADM2-1590546715-B427,MEX,ADM2,Mexico,Ixcateopan de Cuauhtémoc,484,012037,12037,012
Atoyac de �lvarez,None,MEX-ADM2-1590546715-B428,MEX,ADM2,Mexico,Atoyac de Álvarez,484,012011,12011,012
Cuajinicuilapa,None,MEX-ADM2-1590546715-B429,MEX,ADM2,Mexico,Cuajinicuilapa,484,012023,12023,012
Copanatoyac,None,MEX-ADM2-1590546715-B430,MEX,ADM2,Mexico,Copanatoyac,484,012020,12020,012
Igualapa,None,MEX-ADM2-1590546715-B431,MEX,ADM2,Mexico,Igualapa,484,012036,12036,012
Iliatenco,None,MEX-ADM2-1590546715-B432,MEX,ADM2,Mexico,Iliatenco,484,012081,12081,012
Benito Ju�rez,None,MEX-ADM2-1590546715-B433,MEX,ADM2,Mexico,Benito Juárez,484,012014,12014,012
Mochitl�n,None,MEX-ADM2-1590546715-B434,MEX,ADM2,Mexico,Mochitlán,484,012044,12044,012
General Canuto A. Neri,None,MEX-ADM2-1590546715-B435,MEX,ADM2,Mexico,General Canuto A. Neri,484,012031,12031,012
Tecoanapa,None,MEX-ADM2-1590546715-B436,MEX,ADM2,Mexico,Tecoanapa,484,012056,12056,012
Cuautepec,None,MEX-ADM2-1590546715-B437,MEX,ADM2,Mexico,Cuautepec,484,012025,12025,012
Cochoapa el Grande,None,MEX-ADM2-1590546715-B438,MEX,ADM2,Mexico,Cochoapa el Grande,484,012078,12078,012
Copala,None,MEX-ADM2-1590546715-B439,MEX,ADM2,Mexico,Copala,484,012018,12018,012
Pilcaya,None,MEX-ADM2-1590546715-B440,MEX,ADM2,Mexico,Pilcaya,484,012049,12049,012
Jos� Joaqu�n de Herrera,None,MEX-ADM2-1590546715-B441,MEX,ADM2,Mexico,José Joaquín de Herrera,484,012079,12079,012
Ometepec,None,MEX-ADM2-1590546715-B442,MEX,ADM2,Mexico,Ometepec,484,012046,12046,012
San Marcos,None,MEX-ADM2-1590546715-B443,MEX,ADM2,Mexico,San Marcos,484,012053,12053,012
Taxco de Alarc�n,None,MEX-ADM2-1590546715-B444,MEX,ADM2,Mexico,Taxco de Alarcón,484,012055,12055,012
Acapulco de Ju�rez,None,MEX-ADM2-1590546715-B445,MEX,ADM2,Mexico,Acapulco de Juárez,484,012001,12001,012
Zihuatanejo de Azueta,None,MEX-ADM2-1590546715-B446,MEX,ADM2,Mexico,Zihuatanejo de Azueta,484,012038,12038,012
Zempoala,None,MEX-ADM2-1590546715-B447,MEX,ADM2,Mexico,Zempoala,484,013083,13083,013
Ajacuba,None,MEX-ADM2-1590546715-B448,MEX,ADM2,Mexico,Ajacuba,484,013005,13005,013
Molango de Escamilla,None,MEX-ADM2-1590546715-B449,MEX,ADM2,Mexico,Molango de Escamilla,484,013042,13042,013
Atotonilco el Grande,None,MEX-ADM2-1590546715-B450,MEX,ADM2,Mexico,Atotonilco el Grande,484,013012,13012,013
Tlanchinol,None,MEX-ADM2-1590546715-B451,MEX,ADM2,Mexico,Tlanchinol,484,013073,13073,013
Huichapan,None,MEX-ADM2-1590546715-B452,MEX,ADM2,Mexico,Huichapan,484,013029,13029,013
San Agust�n Metzquititl�n,None,MEX-ADM2-1590546715-B453,MEX,ADM2,Mexico,San Agustín Metzquititlán,484,013036,13036,013
Actopan,None,MEX-ADM2-1590546715-B454,MEX,ADM2,Mexico,Actopan,484,013003,13003,013
Tasquillo,None,MEX-ADM2-1590546715-B455,MEX,ADM2,Mexico,Tasquillo,484,013058,13058,013
Tulancingo de Bravo,None,MEX-ADM2-1590546715-B456,MEX,ADM2,Mexico,Tulancingo de Bravo,484,013077,13077,013
San Bartolo Tutotepec,None,MEX-ADM2-1590546715-B457,MEX,ADM2,Mexico,San Bartolo Tutotepec,484,013053,13053,013
Acaxochitl�n,None,MEX-ADM2-1590546715-B458,MEX,ADM2,Mexico,Acaxochitlán,484,013002,13002,013
Huasca de Ocampo,None,MEX-ADM2-1590546715-B459,MEX,ADM2,Mexico,Huasca de Ocampo,484,013024,13024,013
Zacualtip�n de �ngeles,None,MEX-ADM2-1590546715-B460,MEX,ADM2,Mexico,Zacualtipán de Ángeles,484,013081,13081,013
Alfajayucan,None,MEX-ADM2-1590546715-B461,MEX,ADM2,Mexico,Alfajayucan,484,013006,13006,013
Chapantongo,None,MEX-ADM2-1590546715-B462,MEX,ADM2,Mexico,Chapantongo,484,013017,13017,013
Jacala de Ledezma,None,MEX-ADM2-1590546715-B463,MEX,ADM2,Mexico,Jacala de Ledezma,484,013031,13031,013
San Agust�n Tlaxiaca,None,MEX-ADM2-1590546715-B464,MEX,ADM2,Mexico,San Agustín Tlaxiaca,484,013052,13052,013
Tenango de Doria,None,MEX-ADM2-1590546715-B465,MEX,ADM2,Mexico,Tenango de Doria,484,013060,13060,013
Tianguistengo,None,MEX-ADM2-1590546715-B466,MEX,ADM2,Mexico,Tianguistengo,484,013068,13068,013
Santiago de Anaya,None,MEX-ADM2-1590546715-B467,MEX,ADM2,Mexico,Santiago de Anaya,484,013055,13055,013
Tula de Allende,None,MEX-ADM2-1590546715-B468,MEX,ADM2,Mexico,Tula de Allende,484,013076,13076,013
San Felipe Orizatl�n,None,MEX-ADM2-1590546715-B469,MEX,ADM2,Mexico,San Felipe Orizatlán,484,013046,13046,013
Zimap�n,None,MEX-ADM2-1590546715-B470,MEX,ADM2,Mexico,Zimapán,484,013084,13084,013
Chilcuautla,None,MEX-ADM2-1590546715-B471,MEX,ADM2,Mexico,Chilcuautla,484,013019,13019,013
La Misi�n,None,MEX-ADM2-1590546715-B472,MEX,ADM2,Mexico,La Misión,484,013040,13040,013
Nicol�s Flores,None,MEX-ADM2-1590546715-B473,MEX,ADM2,Mexico,Nicolás Flores,484,013043,13043,013
